"Scenario_1","Scenario_2","Scenario_3","Scenario_4","Scenario_5","Scenario_6","Scenario_7","Scenario_8","Scenario_9","Scenario_10","Scenario_11","Scenario_12","Scenario_13","Scenario_14","Scenario_15","Scenario_16","Scenario_17","Scenario_18","Scenario_19","Scenario_20","Date"
333.862425876473,551.033586134064,598.761482736128,-213.429254891876,122.172574426792,-281.601909810996,58.0018062902464,400.464696050647,120.762209057844,127.629717367759,520.857458979117,289.987900228016,137.427030989931,-241.566037852496,469.226930550103,464.499985829407,-202.014062319377,-609.579876940176,456.244015603311,383.529245876158,2024-10-28 01:00:00
326.66517526514,549.583364423685,599.099534253914,-212.946935146773,138.655132086208,-280.155120986888,47.4864071736551,393.200212692564,114.864540109612,122.947788578129,517.73216350929,294.867990748624,137.914748735925,-249.672685096658,464.819969795886,466.851925840556,-204.350374750512,-613.278869766601,458.396299140727,377.131223405058,2024-10-28 02:00:00
321.4436255233,547.855571918561,601.747366656843,-212.786198106321,136.314189461042,-281.520121435521,-8.12223755319768,395.322718853731,115.90148380233,104.135595067757,528.030856399601,291.033434148952,137.967727234749,-255.570200358133,461.712468698174,463.664795685461,-209.054145633918,-623.398082317755,462.789155347394,379.704127560269,2024-10-28 03:00:00
324.264897282262,551.653325696148,601.49321882135,-212.153996151672,132.326451368235,-278.94193819212,18.405541197325,394.510981286309,114.155570493854,99.9488394899687,531.572308804591,284.423744612165,143.431157410489,-247.006835405223,459.873548827801,462.427185790582,-228.498106960076,-625.354152038474,465.535809283946,370.142719788993,2024-10-28 04:00:00
323.557160357665,549.734125599946,603.183306261815,-215.026750122526,130.842732511552,-277.152742063826,49.453685825134,393.000783897812,125.447727567312,93.3921417371129,533.901292016687,285.918405956675,139.596739940433,-248.550020645354,468.041860114035,461.429781126289,-235.896084465165,-624.235268182187,463.7790095777,372.516760360317,2024-10-28 05:00:00
330.407995912533,547.138132900812,603.24546386643,-206.26435566416,146.171381053639,-274.102463159436,43.7757844426374,398.554555148775,135.243729327651,108.054707979319,537.362759121642,292.090948181704,148.515985702962,-248.69466847759,465.868023287654,461.944500821932,-237.461528097644,-627.743983727045,463.704823493694,369.71647729409,2024-10-28 06:00:00
329.780976716391,555.751484185812,605.392276565398,-201.894051991025,156.379888516546,-256.916449354354,31.0365802830963,403.095114097258,138.869918563626,119.209806146042,543.875998126071,299.241579574825,145.873026229285,-232.031063435014,469.023011019652,481.660996711859,-232.543672419683,-622.067625579337,464.669862326375,375.862795815218,2024-10-28 07:00:00
336.375765970203,552.759081425227,601.420872577845,-198.662217398437,153.653625089957,-251.011116363137,34.780564144314,405.47346433663,149.978075092799,114.612367668417,551.725684054738,297.827077623953,147.040622485413,-227.620101812839,472.841664257254,488.211396202792,-233.002228302293,-617.123148632146,468.358029595095,378.191104045232,2024-10-28 08:00:00
329.224502925501,541.721461141214,590.13834837736,-212.409282568632,139.880038127586,-264.522536933247,-7.86255315349826,398.389752597798,129.137402646369,103.554836708071,540.168788272206,298.253019688815,127.983278750471,-236.889327624305,462.148604761747,474.708774147528,-239.135857519272,-623.05293120766,459.627716907313,369.034035648012,2024-10-28 09:00:00
322.907734063296,533.919678456908,588.894412007189,-230.268068012898,111.262805812633,-278.520245258173,-42.3740740593592,391.212318948339,113.837290907209,94.2922142171539,530.087909056079,301.56598068694,107.64205313653,-254.786392779256,456.116802643553,469.393688906066,-249.126867960633,-629.630151290718,450.199058303796,371.437465388667,2024-10-28 10:00:00
318.172448544616,533.186888469636,585.461374452832,-235.194473328914,107.766702651308,-281.738612260311,-60.3184531599059,387.165927355189,122.476685957652,79.9535101790125,527.526075798544,301.377190111166,92.2435838663625,-265.800783330543,454.848336686117,462.577510784407,-251.250402708671,-635.15984171819,448.759837208947,368.498519461035,2024-10-28 11:00:00
